Fecha,Producto/Ficha,Categoria,Descripción,Moneda,Valor Venta
1/16/2023,621340892-11532,ACCESORIO,YAKIMA HEAVY DUTY STRAPS - CORREA DE GOMA PARA RACK DE BICICLETA - 8005006 Color: X DEFINIR; TipoAcc: X DEFINIR,S/ ,105.91
1/16/2023,571200205-14905,BICICLETA,"BICICLETA MRG CITY 26"" Aro: 26""; Color: MORADO; Gén.: MUJER",S/ ,931.36
1/16/2023,581560021-11248,FITNESS,SPINNING Q200 Color: NEGRO,S/ ,"1,100.85"
1/16/2023,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,270.34"
1/16/2023,571500043-14470,BICICLETA,"BICICLETA MTCITY 21V Aro: 26""; Color: NEGRO/VERDE; Mater.: ACERO; Gén.: UNISEX",S/ ,456.78
1/17/2023,571192085-13702,BICICLETA,"BICICLETA TLN 29 - 4 M (2101107125) Aro: 29""; Color: METALLIC BLACK; Talla: M; Año: 2021.000",S/ ,"1,422.88"
1/17/2023,571380072-13647,BICICLETA,"BICICLETA TORNADO 27.5"" Aro: 27.5""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,143.22"
1/17/2023,602030001-14450,ACCESORIO,CASCO MTB Color: BLANCO/NEGRO/PLATA; Talla: L; TipoAcc: CASCO,S/ ,59.24
1/18/2023,571500043-13638,BICICLETA,"BICICLETA MTCITY 21V Aro: 26""; Color: GRIS/LILA; Mater.: ACERO; Gén.: UNISEX",S/ ,456.78
1/18/2023,571200154-11101,BICICLETA,"BICICLETA TRICICARGO CROSSTOWN 26"" Aro: 26""; Color: NEGRO; Mater.: ACERO; Gén.: HOMBRE",S/ ,"1,821.19"
1/18/2023,581270060-11250,FITNESS,TROTADORA A1S Color: BLANCO,S/ ,"1,227.97"
1/18/2023,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,270.34"
1/18/2023,601581550-11248,ACCESORIO,"JUEGO MANCUERNAS, PESAS Y BARRAS Color: NEGRO",S/ ,151.70
1/18/2023,571230137-11459,BICICLETA,"BICICLETA CANON 20"" Aro: 20""; Color: NEGRO/VERDE; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,812.71
1/19/2023,571192085-13702,BICICLETA,"BICICLETA TLN 29 - 4 M (2101107125) Aro: 29""; Color: METALLIC BLACK; Talla: M; Año: 2021.000",S/ ,"1,422.88"
1/19/2023,581560017-11248,FITNESS,SPINNING K4015 Color: NEGRO,S/ ,"1,100.85"
1/19/2023,581270060-11250,FITNESS,TROTADORA A1S Color: BLANCO,S/ ,"1,227.97"
1/19/2023,571192088-13705,BICICLETA,"BICICLETA TLN 29 - 4 L (2101107227) Aro: 29""; Color: TREKKING GREEN; Talla: L; Año: 2021.000",S/ ,"1,422.88"
1/20/2023,581270050-11248,FITNESS,TROTADORA T370 Color: NEGRO,S/ ,"2,499.15"
1/20/2023,571230118-12561,BICICLETA,"BICICLETA ICONIC 16"" Aro: 16""; Color: BLANCO; Año: 2020.000; Gén.: MUJER",S/ ,541.53
1/20/2023,581270044-11248,FITNESS,TROTADORA T620 Color: NEGRO,S/ ,"3,727.97"
1/20/2023,581270050-11248,FITNESS,TROTADORA T370 Color: NEGRO,S/ ,"2,499.15"
1/20/2023,571192086-13703,BICICLETA,"BICICLETA TLN 29 - 4 L (2101107127) Aro: 29""; Color: METALLIC BLACK; Talla: L; Año: 2021.000",S/ ,"1,422.88"
1/21/2023,581270050-11248,FITNESS,TROTADORA T370 Color: NEGRO,S/ ,"2,499.15"
1/21/2023,631200004-13364,BICICLETA,"E-BIKE E-MON 20"" Aro: 20""; Color: NEGRO/AMARILLO; Mater.: ACERO; Gén.: UNISEX",S/ ,"2,541.53"
1/23/2023,601581550-11248,ACCESORIO,"JUEGO MANCUERNAS, PESAS Y BARRAS Color: NEGRO",S/ ,151.70
1/23/2023,571192088-13705,BICICLETA,"BICICLETA TLN 29 - 4 L (2101107227) Aro: 29""; Color: TREKKING GREEN; Talla: L; Año: 2021.000",S/ ,"1,422.88"
1/23/2023,571192077-13700,BICICLETA,"BICICLETA TLN 29 - 2 M (2101112125) Aro: 29""; Color: CONCRETE; Talla: M; Año: 2021.000",S/ ,"2,024.58"
1/23/2023,604090002-12999,ACCESORIO,CANDADO DE SEGURIDAD PROTECTOR 2 STD Color: NEGRO; TipoAcc: CANDADO,S/ ,151.69
1/25/2023,571380048-12602,BICICLETA,"BICICLETA CANON 27.5"" Aro: 27.5""; Color: GRIS/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,143.22"
1/25/2023,571380072-13647,BICICLETA,"BICICLETA TORNADO 27.5"" Aro: 27.5""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,143.22"
1/26/2023,581270041-12251,FITNESS,TROTADORA T600 Color: GRIS,S/ ,"2,965.26"
1/26/2023,571200202-14700,BICICLETA,"BIC ESCAPE-3 700C"" M (2100116325) Aro: 700C""; Color: CHARCOAL; Gén.: HOMBRE; Año: 2021.000; Talla: M",S/ ,"1,161.86"
1/26/2023,601930024-12710,BICICLETA,RACK BEARACK TAILGATOR PRO - 4 BICICLETAS (PARANTE) Color: NEGRO; TipoAcc: RACK,S/ ,"1,185.59"
1/26/2023,571192152-14574,BICICLETA,"BIC ATX 27.5"" L (2101202127) Aro: 27.5""; Color: BLACK; Gén.: HOMBRE; Año: 2021.000; Talla: L",S/ ,"1,168.65"
1/26/2023,604090027-15186,ACCESORIO,CANDADO DE SEGURIDAD COMBO CABLE LOCK Color: YELLOW; TipoAcc: CANDADO,S/ ,67.71
1/26/2023,571200155-11113,BICICLETA,"BICICLETA TURQUESA CITY 6V 26"" Aro: 26""; Color: NEGRO; Mater.: ACERO; Gén.: MUJER",S/ ,846.61
1/26/2023,571191927-14966,BICICLETA,"BICICLETA MRG 24"" Aro: 24""; Color: AZUL/ROSADO; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,829.66
1/26/2023,601581550-11248,ACCESORIO,"JUEGO MANCUERNAS, PESAS Y BARRAS Color: NEGRO",S/ ,211.02
1/27/2023,571500043-14470,BICICLETA,"BICICLETA MTCITY 21V Aro: 26""; Color: NEGRO/VERDE; Mater.: ACERO; Gén.: UNISEX",S/ ,456.78
1/27/2023,581270059-12251,FITNESS,TROTADORA I1 Color: GRIS,S/ ,"1,948.31"
1/27/2023,571220039-13225,BICICLETA,"BICICLETAAVAIL ADVANCED PRO 2 700 L (2000009102) Aro: 700""; Color: CHAMELEON BLUE; Gén.: MUJER; Mater.: CARBON; Año: 2020.000; Talla: L",S/ ,"7,682.03"
1/28/2023,571230117-12560,BICICLETA,"BICICLETA DESTINY 16"" Aro: 16""; Color: LILA; Año: 2020.000; Gén.: MUJER",S/ ,533.05
1/28/2023,571230084-11169,BICICLETA,"BICICLETA PWR BIKE 20"" Aro: 20""; Color: NEGRO/ROJO; Mater.: ACERO; Gén.: HOMBRE",S/ ,592.37
1/30/2023,571200004-11181,BICICLETA,"BICICLETA TRICICARGO VENECIA 24"" Aro: 24""; Color: NEGRO; Mater.: ACERO; Gén.: HOMBRE",S/ ,"1,694.07"
1/30/2023,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"2,287.29"
1/30/2023,571191929-13284,BICICLETA,"BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: GRIS/MORADO; Mater.: ALUMINIO; Gén.: MUJER",S/ ,931.36
1/30/2023,571192085-13702,BICICLETA,"BICICLETA TLN 29 - 4 M (2101107125) Aro: 29""; Color: METALLIC BLACK; Talla: M; Año: 2021.000",S/ ,"1,422.88"
1/30/2023,581250008-11248,FITNESS,GIMNASIO G2300 Color: NEGRO,S/ ,"2,236.44"
1/30/2023,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"2,287.29"
1/31/2023,571192151-14573,BICICLETA,"BIC ATX 27.5"" M (2101202125) Aro: 27.5""; Color: BLACK; Gén.: HOMBRE; Año: 2021.000; Talla: M",S/ ,"1,168.65"
1/31/2023,571192193-15060,BICICLETA,"BICICLETATMPT-3 27.5"" S (2201125224) Aro: 27.5""; Color: PURPLE ASH; Gén.: MUJER; Mater.: ALUMINIO; Año: 2022.000; Talla: S",S/ ,"2,236.44"
2/1/2023,571500043-13638,BICICLETA,"BICICLETA MTCITY 21V Aro: 26""; Color: GRIS/LILA; Mater.: ACERO; Gén.: UNISEX",S/ ,571.19
2/1/2023,581270050-11248,FITNESS,TROTADORA T370 Color: NEGRO,S/ ,"2,499.15"
2/2/2023,571230141-14490,BICICLETA,"BICICLETA SPD SUPER HERO 16"" Aro: 16""; Color: AZUL/ROJO; Lic.: MARVEL; Gén.: HOMBRE",S/ ,609.32
2/2/2023,601310134-11765,ACCESORIO,"RUEDAS AUXILIARES CON LUCES NEGRO 12-20"" Color: NEGRO; Gén.: UNISEX",S/ ,42.29
2/3/2023,571500043-13637,BICICLETA,"BICICLETA MTCITY 21V Aro: 26""; Color: GRIS/AZUL; Mater.: ACERO; Gén.: UNISEX",S/ ,685.59
2/3/2023,571191929-12671,BICICLETA,"BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,846.61
2/4/2023,571230113-12556,BICICLETA,"BICICLETA TEAM 12"" Aro: 12""; Color: LILA; Año: 2020.000; Gén.: MUJER",S/ ,517.80
2/4/2023,571191929-12671,BICICLETA,"BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,846.61
2/6/2023,571200010-11188,BICICLETA,"BICICLETA ROMA 26"" Aro: 26""; Color: VERDE AGUA; Mater.: ALUMINIO; Gén.: MUJER",S/ ,"1,355.08"
2/6/2023,571380048-11093,BICICLETA,"BICICLETA CANON 27.5"" Aro: 27.5""; Color: NEGRO/ROJO; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,372.03"
2/8/2023,571191927-14965,BICICLETA,"BICICLETA MRG 24"" Aro: 24""; Color: VERDE/AMARILLO; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,761.86
2/8/2023,571380048-11093,BICICLETA,"BICICLETA CANON 27.5"" Aro: 27.5""; Color: NEGRO/ROJO; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,143.22"
2/10/2023,571191824-12625,BICICLETA,"BICICLETA CANON 29"" Aro: 29""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,185.59"
2/10/2023,571200155-13672,BICICLETA,"BICICLETA TURQUESA CITY 6V 26"" Aro: 26""; Color: GRIS CLARO; Mater.: ACERO; Gén.: MUJER",S/ ,931.36
2/10/2023,571380048-12602,BICICLETA,"BICICLETA CANON 27.5"" Aro: 27.5""; Color: GRIS/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,143.22"
2/10/2023,571380048-12602,BICICLETA,"BICICLETA CANON 27.5"" Aro: 27.5""; Color: GRIS/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,143.22"
2/13/2023,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,355.08"
2/13/2023,571191929-12671,BICICLETA,"BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,846.61
2/13/2023,571380048-12602,BICICLETA,"BICICLETA CANON 27.5"" Aro: 27.5""; Color: GRIS/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,143.22"
2/14/2023,605530323-12126,ACCESORIO,LUZ POSTERIOR  RAPID X ( TL-LD700-R ) Año: 2019.000; TipoAcc: LUZ,S/ ,168.64
2/14/2023,571380048-12602,BICICLETA,"BICICLETA CANON 27.5"" Aro: 27.5""; Color: GRIS/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,143.22"
2/15/2023,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,355.08"
2/17/2023,571191929-12671,BICICLETA,"BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,846.61
2/20/2023,581270054-12251,FITNESS,TROTADORA Q2S PLUS Color: GRIS,S/ ,"2,033.05"
2/20/2023,581240041-11248,FITNESS,ELIPTICA E6010 Color: NEGRO,S/ ,"2,346.61"
2/20/2023,581240009-11248,FITNESS,ELIPTICA PREST E6701 Color: NEGRO,S/ ,"3,812.71"
2/20/2023,581270060-11250,FITNESS,TROTADORA A1S Color: BLANCO,S/ ,"1,414.41"
2/20/2023,571191824-12604,BICICLETA,"BICICLETA CANON 29"" Aro: 29""; Color: GRIS/VERDE; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,185.59"
2/20/2023,571380048-12602,BICICLETA,"BICICLETA CANON 27.5"" Aro: 27.5""; Color: GRIS/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,143.22"
2/21/2023,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"2,033.05"
2/22/2023,571191929-12671,BICICLETA,"BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,846.61
2/22/2023,571191929-13284,BICICLETA,"BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: GRIS/MORADO; Mater.: ALUMINIO; Gén.: MUJER",S/ ,846.61
2/22/2023,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,355.08"
2/23/2023,571191824-12604,BICICLETA,"BICICLETA CANON 29"" Aro: 29""; Color: GRIS/VERDE; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,185.59"
2/27/2023,601581550-11248,ACCESORIO,"JUEGO MANCUERNAS, PESAS Y BARRAS Color: NEGRO",S/ ,211.02
2/27/2023,571380074-14003,BICICLETA,"BICICLETA CANON HWT 29"" Aro: 29""; Color: NEGRO/VERDE; Gén.: HOMBRE",S/ ,"1,185.59"
2/28/2023,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"2,795.77"
2/28/2023,581270054-11248,FITNESS,TROTADORA Q2S PLUS Color: NEGRO,S/ ,"2,033.05"
2/28/2023,591860002-11765,BICICLETA,E-SCOOTER FYRLYT Color: NEGRO; Gén.: UNISEX,S/ ,"1,270.34"
2/28/2023,571380073-13630,BICICLETA,"BICICLETA CANON HWT 27.5"" Aro: 27.5""; Color: NEGRO/AZUL; Gén.: HOMBRE",S/ ,"1,100.85"
2/28/2023,571191929-12671,BICICLETA,"BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,829.66
2/28/2023,571192101-13744,BICICLETA,"BICICLETA TLN 29 - 2 M (2101112225) Aro: 29""; Color: RED CLAY; Gén.: HOMBRE; Año: 2021.000; Talla: M",S/ ,"2,168.65"
2/28/2023,581560021-11248,FITNESS,SPINNING Q200 Color: NEGRO,S/ ,"1,694.07"
3/1/2023,571191824-12604,BICICLETA,"BICICLETA CANON 29"" Aro: 29""; Color: GRIS/VERDE; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,185.59"
3/1/2023,732570008-12318,ACCESORIO,TIMON TRUVATIV DESCENDANT 760 20 RISE 31.8 Color: NEGRO; TipoAcc: TIMON,S/ ,219.49
3/1/2023,581270059-12251,FITNESS,TROTADORA I1 Color: GRIS,S/ ,"2,287.29"
3/3/2023,581270043-11248,FITNESS,TROTADORA T550 Color: NEGRO,S/ ,"3,134.75"
3/4/2023,581270044-11248,FITNESS,TROTADORA T620 Color: NEGRO,S/ ,"3,982.21"
3/4/2023,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,355.08"
3/4/2023,602030001-14451,ACCESORIO,CASCO MTB Color: ROJO/NEGRO/PLATA; Talla: M; TipoAcc: CASCO,S/ ,59.24
3/4/2023,571200050-11478,BICICLETA,"BICICLETA LEGEND 26"" Aro: 26""; Color: MORADO; Mater.: ACERO; Gén.: HOMBRE",S/ ,"1,016.10"
3/4/2023,571380048-11093,BICICLETA,"BICICLETA CANON 27.5"" Aro: 27.5""; Color: NEGRO/ROJO; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,143.22"
3/4/2023,571192081-13704,BICICLETA,"BICICLETA TLN 29 - 3 M (2101108225) Aro: 29""; Color: TREKKING GREEN; Talla: M; Año: 2021.000",S/ ,"1,737.29"
3/7/2023,172120870-0,ACCESORIO,SILICONA LIQUIDA P/ FITNESS x 250 ML .,S/ ,75.42
3/9/2023,581270054-12251,FITNESS,TROTADORA Q2S PLUS Color: GRIS,S/ ,"2,033.05"
3/9/2023,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,355.08"
3/9/2023,581270054-12251,FITNESS,TROTADORA Q2S PLUS Color: GRIS,S/ ,"2,033.05"
3/9/2023,571230114-12557,BICICLETA,"BICICLETA FUN 12"" Aro: 12""; Color: ROJO; Año: 2020.000; Gén.: HOMBRE",S/ ,479.66
3/10/2023,601581591-14157,ACCESORIO,KETTLEBELL 8KG Color: AZUL; TipoAcc: KETTLEBELL,S/ ,109.32
3/12/2023,581270044-11248,FITNESS,TROTADORA T620 Color: NEGRO,S/ ,"3,982.21"
3/13/2023,571380075-14008,BICICLETA,"BICICLETA DAKAR DS 27.5"" Aro: 27.5""; Color: NEGRO/AMARILLO; Gén.: HOMBRE",S/ ,931.36
3/14/2023,571191929-12671,BICICLETA,"BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,846.61
3/15/2023,591860002-11765,BICICLETA,E-SCOOTER FYRLYT Color: NEGRO; Gén.: UNISEX,S/ ,"1,694.07"
3/16/2023,601930004-12710,BICICLETA,RACK BNBRACK GENESIS - 1 BICICLETA (POSTERIOR MEDIO) Color: NEGRO; TipoAcc: RACK,S/ ,312.71
3/20/2023,571180006-11117,BICICLETA,"BICICLETA ROMA TEEN 24"" Aro: 24""; Color: VERDE AGUA; Mater.: ACERO; Gén.: MUJER",S/ ,"1,016.10"
3/20/2023,571380072-13647,BICICLETA,"BICICLETA TORNADO 27.5"" Aro: 27.5""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,143.22"
3/20/2023,571230116-12559,BICICLETA,"BICICLETA ELSA 16"" Aro: 16""; Color: CELESTE; Año: 2020.000; Gén.: MUJER",S/ ,575.42
3/21/2023,602250005-12997,ACCESORIO,TIMBRE TING FLICK Color: PLATEADO; TipoAcc: TIMBRE,S/ ,12.63
3/22/2023,581270054-12251,FITNESS,TROTADORA Q2S PLUS Color: GRIS,S/ ,"2,033.05"
3/23/2023,602260017-12967,ACCESORIO,ASIENTO ROMERO SL (120000188) Color: NEGRO; TipoAcc: ASIENTO,S/ ,338.14
3/23/2023,621341341-11532,ACCESORIO,POSTE DE ASIENTO SCEPTER 30.9MM - LARGO 350MM DE CARBON - NEGRO Color: X DEFINIR; TipoAcc: X DEFINIR,S/ ,417.80
3/24/2023,631500046-13668,BICICLETA,"E-BIKE E-DUMPER 16"" Aro: 16""; Color: PLATEADO; Gén.: UNISEX",S/ ,"2,711.02"
3/27/2023,571192082-13705,BICICLETA,"BICICLETA TLN 29 - 3 L (2101108227) Aro: 29""; Color: TREKKING GREEN; Talla: L; Año: 2021.000",S/ ,"1,719.49"
3/27/2023,571230135-13608,BICICLETA,"BICICLETA WHO RACING 16"" Aro: 16""; Color: AZUL/ROJO; Lic.: MATTEL; Gén.: HOMBRE",S/ ,550.00
3/30/2023,571230139-14488,BICICLETA,"BICICLETA SPD KIDS 12"" Aro: 12""; Color: AZUL/ROJO; Lic.: MARVEL; Gén.: HOMBRE",S/ ,592.37
4/3/2023,571192075-12603,BICICLETA,"BICICLETA MRG ADVANCED 27.5"" Aro: 27.5""; Color: NEGRO/VERDE; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,355.08"
4/3/2023,581240043-11252,FITNESS,ELIPTICA E1130 Color: NEGRO/PLATEADO,S/ ,"1,016.10"
4/4/2023,605530445-14308,ACCESORIO,ASIENTO PORTA BEBE  GROOVY CFS - PARRILLA (8406100014) Color: DARK GREEN / CREAM; TipoAcc: ASIENTO PARA BEBE,S/ ,338.14
4/14/2023,581270059-12251,FITNESS,TROTADORA I1 Color: GRIS,S/ ,"1,863.56"
4/15/2023,581240043-11252,FITNESS,ELIPTICA E1130 Color: NEGRO/PLATEADO,S/ ,761.86
4/15/2023,581240009-11248,FITNESS,ELIPTICA PREST E6701 Color: NEGRO,S/ ,"3,388.98"
4/16/2023,581240042-11248,FITNESS,ELIPTICA E5000 Color: NEGRO,S/ ,"1,270.34"
4/16/2023,571180006-12624,BICICLETA,"BICICLETA ROMA TEEN 24"" Aro: 24""; Color: GRIS CLARO; Mater.: ACERO; Gén.: MUJER",S/ ,"1,016.10"
4/16/2023,571191824-12625,BICICLETA,"BICICLETA CANON 29"" Aro: 29""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,312.71"
4/16/2023,581270060-11250,FITNESS,TROTADORA A1S Color: BLANCO,S/ ,"1,321.19"
4/17/2023,571192206-15232,BICICLETA,"BIC RINCON-2 29"" L (2201146337) Aro: 29""; Color: GREY; Gén.: HOMBRE; Mater.: ALUMINIO; Año: 2022.000; Talla: L",S/ ,"1,355.08"
4/17/2023,571380073-14143,BICICLETA,"BICICLETA CANON HWT 27.5"" Aro: 27.5""; Color: NEGRO/ROJO; Gén.: HOMBRE",S/ ,"1,100.85"
4/17/2023,581560017-11248,FITNESS,SPINNING K4015 Color: NEGRO,S/ ,"1,100.85"
4/17/2023,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"2,236.44"
4/18/2023,571200010-12622,BICICLETA,"BICICLETA ROMA 26"" Aro: 26""; Color: GRIS CLARO; Mater.: ALUMINIO; Gén.: MUJER",S/ ,"1,355.08"
4/18/2023,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"2,236.44"
4/18/2023,602240002-12995,ACCESORIO,PARADOR CENTRAL AJUSTABLE 20-29 Color: PLATEADO; TipoAcc: PARADOR,S/ ,38.05
4/19/2023,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,355.08"
4/19/2023,571191927-12613,BICICLETA,"BICICLETA MRG 24"" Aro: 24""; Color: NEGRO/FUCSIA; Mater.: ALUMINIO; Gén.: MUJER",S/ ,761.86
4/19/2023,601990001-12965,ACCESORIO,KIT PARCHE DE LLANTA Color: NEGRO; TipoAcc: PARCHE DE LLANTA,S/ ,12.71
4/19/2023,845530045-15602,ACCESORIO,KIT DE PARCHES RED DEVIL  PEGABLE TipoAcc: PARCHES,S/ ,10.93
4/19/2023,845530044-15602,ACCESORIO,KIT DE PARCHES  (6 PARCHES-1 GOMA-1 LIJA) TipoAcc: PARCHES,S/ ,8.39
4/20/2023,581240042-11248,FITNESS,ELIPTICA E5000 Color: NEGRO,S/ ,"1,270.34"
4/20/2023,581280004-11442,FITNESS,BANCA PWR TRACK Color: PLATEADO/NEGRO,S/ ,660.17
4/20/2023,571191929-12671,BICICLETA,"BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,761.86
4/20/2023,571191824-12604,BICICLETA,"BICICLETA CANON 29"" Aro: 29""; Color: GRIS/VERDE; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,312.71"
4/20/2023,571380073-13630,BICICLETA,"BICICLETA CANON HWT 27.5"" Aro: 27.5""; Color: NEGRO/AZUL; Gén.: HOMBRE",S/ ,"1,016.10"
4/21/2023,581270050-11248,FITNESS,TROTADORA T370 Color: NEGRO,S/ ,"2,795.76"
4/21/2023,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"2,236.44"
4/21/2023,571380074-14004,BICICLETA,"BICICLETA CANON HWT 29"" Aro: 29""; Color: NEGRO/ROJO; Gén.: HOMBRE",S/ ,"1,058.47"
4/22/2023,601720284-14625,ACCESORIO,BOLSO POSTERIOR PARA BICICLETA CYCLE TORCH CT - NBB01 Color: NEGRO; Gén.: UNISEX; TipoAcc: BOLSO DE ASIENTO,S/ ,109.32
4/22/2023,605530258-11702,ACCESORIO,BOLSO PARA ASIENTO LIV VECTA (430000073) TipoAcc: BOLSO PARA ASIENTO,S/ ,76.19
4/22/2023,601720284-14625,ACCESORIO,BOLSO POSTERIOR PARA BICICLETA CYCLE TORCH CT - NBB01 Color: NEGRO; Gén.: UNISEX; TipoAcc: BOLSO DE ASIENTO,S/ ,109.32
4/22/2023,571200154-11101,BICICLETA,"BICICLETA TRICICARGO CROSSTOWN 26"" Aro: 26""; Color: NEGRO; Mater.: ACERO; Gén.: HOMBRE",S/ ,"2,033.05"
4/22/2023,571380048-11093,BICICLETA,"BICICLETA CANON 27.5"" Aro: 27.5""; Color: NEGRO/ROJO; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,185.59"
4/22/2023,571191824-12625,BICICLETA,"BICICLETA CANON 29"" Aro: 29""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,312.71"
4/22/2023,581270041-12251,FITNESS,TROTADORA T600 Color: GRIS,S/ ,"3,134.75"
4/23/2023,571192234-15549,BICICLETA,"BICICLETA TLN 29 - 2 M (2201112225) Aro: 29""; Color: PHANTOM GREEN; Gén.: HOMBRE; Año: 2022.000; Talla: M",S/ ,"2,117.80"
4/23/2023,571191824-12604,BICICLETA,"BICICLETA CANON 29"" Aro: 29""; Color: GRIS/VERDE; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,"1,312.71"
4/23/2023,571192075-13989,BICICLETA,"BICICLETA MRG ADVANCED 27.5"" Aro: 27.5""; Color: NEGRO/AZUL; Mater.: ALUMINIO",S/ ,846.61
4/23/2023,581280004-11442,FITNESS,BANCA PWR TRACK Color: PLATEADO/NEGRO,S/ ,660.17
4/24/2023,581270058-11248,FITNESS,TROTADORA X3 PLUS Color: NEGRO,S/ ,"2,456.78"
4/24/2023,581250008-11248,FITNESS,GIMNASIO G2300 Color: NEGRO,S/ ,"2,117.80"
4/24/2023,581240043-11252,FITNESS,ELIPTICA E1130 Color: NEGRO/PLATEADO,S/ ,761.86
4/26/2023,571191929-12671,BICICLETA,"BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,761.86
4/26/2023,571230136-12587,BICICLETA,"BICICLETA CANON 16"" Aro: 16""; Color: NEGRO/AZUL; Mater.: ACERO; Gén.: HOMBRE",S/ ,469.70
5/2/2023,601581550-11248,ACCESORIO,"JUEGO MANCUERNAS, PESAS Y BARRAS Color: NEGRO",S/ ,211.02
5/5/2023,581240041-11248,FITNESS,ELIPTICA E6010 Color: NEGRO,S/ ,"2,372.03"
5/5/2023,581560018-11248,FITNESS,SPINNING K4017 Color: NEGRO,S/ ,"1,270.34"
5/8/2023,845530012-11573,ACCESORIO,LUBRICANTE  SECO CON TEFLON 100ML TipoAcc: LUBRICANTE,S/ ,27.88
5/8/2023,571191929-12671,BICICLETA,"BICICLETA MRG ADVANCED 26"" Aro: 26""; Color: NEGRO/AZUL; Mater.: ALUMINIO; Gén.: HOMBRE",S/ ,761.86
